,internet,tweets,coverage,conditions,From Milan,To Milan,interaction_strength,Days,Hours,dayofyear,Minutes
0,182.50123071069518,0.0,44.0,1.0,0.0,0.0,0.0,4,0,326,0
1,214.1740339963633,1.0,44.0,1.0,0.0,0.2508910182470942,0.0,4,0,326,10
2,133.58427491002305,1.0,44.0,1.0,0.10532994846602274,0.0,0.0,4,0,326,20
3,152.5428534378365,1.0,44.0,1.0,0.4072407617518807,0.0,0.0,4,0,326,30
4,131.1464067095849,4.0,44.0,1.0,0.331231992718155,0.0,0.0,4,0,326,40
5,135.07755812361998,1.0,44.0,1.0,0.051019795038763735,0.39226174017709203,0.0,4,0,326,50
6,134.2160540785717,1.0,44.0,1.0,0.331231992718155,0.0,0.0,4,1,326,0
7,127.7256591268162,0.0,44.0,1.0,0.10203959007752747,0.0,0.0,4,1,326,10
8,120.16028955525304,0.0,44.0,1.0,0.0,0.0,0.0,4,1,326,20
9,124.7404710346912,1.0,44.0,1.0,0.0,0.051019795038763735,0.01624010515190922,4,1,326,30
10,117.48815986493423,0.0,44.0,1.0,0.017957423458469388,0.0,0.0,4,1,326,40
11,122.00583495441046,0.0,44.0,1.0,0.0,0.0,0.0,4,1,326,50
12,136.3267343247957,0.0,44.0,1.0,0.0,0.39226174017709203,0.12486078987002587,4,2,326,0
13,117.05782023053752,0.0,44.0,1.0,0.051019795038763735,0.0,0.0,4,2,326,10
14,118.0775111498576,0.0,44.0,1.0,0.0,0.0,0.0,4,2,326,20
15,126.51010471969481,0.0,44.0,1.0,0.39226174017709203,0.0,0.0,4,2,326,30
16,120.51135161491631,0.0,44.0,1.0,0.0,0.0,0.0,4,2,326,40
17,114.14307492015075,0.0,44.0,1.0,0.0,0.051019795038763735,0.016240105151909157,4,2,326,50
18,119.3822283173946,0.0,44.0,1.0,0.0,0.0,0.0,4,3,326,0
19,117.42540323781023,1.0,44.0,1.0,0.0,0.0,0.0,4,3,326,10
20,111.4596078461758,0.0,44.0,1.0,0.0,0.0,0.0,4,3,326,20
21,119.84024001928631,1.0,44.0,1.0,0.0,0.0,0.0,4,3,326,30
